energy,price,parking,realstate,rooms,square_meters,terrace,wc,construction_year,zone
244.0,1769000.0,[],Engel & Völkers,4.0,210.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
280.0,550000.0,[],Engel & Völkers,3.0,91.0,,2.0,1880.0,"
                                    Sant Gervasi - Galvany
                                "
189.0,925000.0,[],Engel & Völkers,4.0,167.0,,2.0,1925.0,"
                                    Sant Gervasi - Galvany
                                "
,975000.0,[],Engel & Völkers,3.0,186.0,,2.0,1930.0,"
                                    Camp d´en Grassot - Gràcia N.
                                "
118.0,1180000.0,[],Inmometropolis,4.0,150.0,,3.0,1915.0,"
                                    Dreta de l´Eixample
                                "
,780000.0,[],iad España,3.0,130.0,,2.0,,"
                                    Vila de Gràcia
                                "
999.0,199000.0,['Sin plaza parking'],080 Real Estate,1.0,51.0,,1.0,,"
                                    Raval
                                "
102.0,960000.0,[],Engel & Völkers,2.0,152.0,,2.0,1974.0,"
                                    Sant Antoni
                                "
999.0,1400000.0,['Sin plaza parking'],BCN Advisors,2.0,161.0,65.0,2.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
151.0,465000.0,[],aProperties,3.0,114.0,,2.0,1997.0,"
                                    El Clot
                                "
999.0,78000.0,['Sin plaza parking'],Quality Houses,2.0,37.0,,1.0,,"
                                    Turó de la Peira - Can Peguera
                                "
96.0,429000.0,['Sin plaza parking'],BCN TRADIS,2.0,119.0,,1.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
204.0,225000.0,['Sin plaza parking'],Finques Grau,3.0,70.0,,1.0,1974.0,"
                                    Provençals del Poblenou
                                "
119.0,265000.0,['Sin plaza parking'],ALBIUM - Properties in Barcelona,2.0,64.0,,1.0,1956.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,280000.0,['Sin plaza parking'],comprarcasa Gand House,3.0,58.0,,1.0,1970.0,"
                                    Poblenou
                                "
999.0,497000.0,['Plaza parking '],Nice House,3.0,106.0,,2.0,2021.0,"
                                    Poblenou
                                "
,359000.0,[],iad España,3.0,63.0,,2.0,,"
                                    Sant Ramon - Maternitat
                                "
999.0,475000.0,['Sin plaza parking'],Fincas Nuñez,4.0,90.0,,2.0,,"
                                    Sarrià
                                "
182.0,295000.0,['Sin plaza parking'],Particular,2.0,75.0,70.0,2.0,,"
                                    La Bordeta
                                "
999.0,650000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,2.0,80.0,,1.0,,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,178000.0,[],Mayorcasa,2.0,50.0,,1.0,,"
                                    Carmel
                                "
999.0,175000.0,['Sin plaza parking'],Finques Geimsu,3.0,65.0,,1.0,1965.0,"
                                    Carmel
                                "
159.0,330000.0,['Sin plaza parking'],BCN TRADIS,3.0,89.0,,1.0,,"
                                    Sagrada Família
                                "
999.0,239000.0,[],Gran Barcelona,1.0,61.0,14.0,1.0,1935.0,"
                                    Putget - Farró
                                "
999.0,165000.0,['Sin plaza parking'],Urbenia Barcelona,1.0,33.0,,1.0,1970.0,"
                                    Barceloneta
                                "
999.0,350000.0,['Sin plaza parking'],CLAVIS GRUP,3.0,141.0,56.0,2.0,2008.0,"
                                    Verdun
                                "
,422000.0,[],Engel & Völkers,2.0,82.0,,1.0,1860.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,330000.0,[],Aspri Gabinete Inmobiliario,4.0,78.0,,2.0,,"
                                    Esquerra Alta de l´Eixample
                                "
385.0,248000.0,[],Finques Silca,2.0,81.0,,2.0,1953.0,"
                                    Font d´en Fargas
                                "
999.0,378500.0,[],L´Orfebreria,1.0,63.0,,1.0,,"
                                    Glòries El Parc
                                "
999.0,410000.0,[],L´Orfebreria,1.0,63.0,,1.0,,"
                                    Glòries El Parc
                                "
999.0,907500.0,[],L´Orfebreria,1.0,115.0,73.0,2.0,,"
                                    Glòries El Parc
                                "
225.0,760000.0,['Plaza parking '],Engel & Völkers,4.0,150.0,,2.0,1972.0,"
                                    Putget - Farró
                                "
999.0,178000.0,[],Gran Barcelona,2.0,45.0,,1.0,1960.0,"
                                    Taxonera
                                "
101.0,1130000.0,[],MonikaRusch,3.0,145.0,,3.0,,"
                                    Sant Gervasi - Galvany
                                "
258.0,920000.0,['Sin plaza parking'],Remax Project,4.0,209.0,1.0,920.0,1920.0,"
                                    Esquerra Baixa de l´Eixample
                                "
203.0,285000.0,[],Fincas A.G. Núñez,4.0,78.0,,1.0,,"
                                    Sant Ramon - Maternitat
                                "
,1220000.0,[],Barnes Barcelona,6.0,230.0,,2.0,,"
                                    Dreta de l´Eixample
                                "
,324000.0,['Sin plaza parking'],Judith Strub,1.0,53.0,,1.0,1910.0,"
                                    Gòtic
                                "
999.0,998000.0,['Plaza parking '],OIKOS INMOBILIARIA,4.0,300.0,,3.0,2002.0,"
                                    Badal
                                "
999.0,229000.0,['Sin plaza parking'],JPM IMMOBLES,3.0,101.0,,1.0,1976.0,"
                                    Canyelles
                                "
999.0,255000.0,[],INMOMARTO,2.0,65.0,,1.0,1900.0,"
                                    Sant Antoni
                                "
999.0,258000.0,[],INMOMARTO,3.0,95.0,,1.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,250000.0,[],Tecnocasa Gran Vía Mar- Sant Martí,4.0,90.0,10.0,1.0,1980.0,"
                                    Sant Martí
                                "
,815000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,103.0,,2.0,1936.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
,699000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,103.0,,2.0,1936.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
199.0,340000.0,[],Engel & Völkers,3.0,87.0,,1.0,1959.0,"
                                    Camp de l´Arpa
                                "
137.0,1190000.0,['Plaza parking '],Engel & Völkers,5.0,249.0,,3.0,1975.0,"
                                    Sarrià
                                "
168.0,510000.0,[],Engel & Völkers,4.0,102.0,,2.0,1945.0,"
                                    Sant Gervasi - Bonanova
                                "
999.0,790000.0,['Sin plaza parking'],Housecat,7.0,106.0,,790.0,1968.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
67.0,1500000.0,['Plaza parking '],Engel & Völkers,5.0,209.0,,3.0,,"
                                    Tres Torres
                                "
152.0,490000.0,['Sin plaza parking'],G.HABITAT MLS,2.0,109.0,52.0,2.0,1925.0,"
                                    Sant Gervasi - Galvany
                                "
133.0,415000.0,[],MonikaRusch,3.0,73.0,,2.0,,"
                                    Sagrada Família
                                "
139.0,320000.0,[],aProperties,2.0,60.0,,2.0,1920.0,"
                                    Poble Sec
                                "
999.0,3600000.0,['Plaza parking '],BCN Advisors,6.0,410.0,20.0,5.0,,"
                                    Sant Gervasi - Galvany
                                "
,475000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,3.0,73.0,,1.0,1963.0,"
                                    Les Corts
                                "
999.0,525000.0,[],Barnes Barcelona,3.0,84.0,,2.0,1940.0,"
                                    Dreta de l´Eixample
                                "
121.0,195000.0,['Sin plaza parking'],comprarcasa Gand House,1.0,46.0,,1.0,1948.0,"
                                    Raval
                                "
999.0,2700000.0,['Plaza parking '],Fincas Viscasillas,4.0,462.0,,4.0,,"
                                    Sant Gervasi - Galvany
                                "
206.0,1600000.0,[],Komelsat,3.0,175.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,344000.0,[],Optimum,3.0,98.0,,2.0,,"
                                    Sant Gervasi - Galvany
                                "
153.0,420000.0,['Plaza parking '],Particular,4.0,108.0,,2.0,1970.0,"
                                    Sant Antoni
                                "
999.0,235000.0,[],GRUPASSA Hospitalet Centro - San José,3.0,75.0,,1.0,,"
                                    La Bordeta
                                "
999.0,1950000.0,['Plaza parking '],FONT REAL ESTATE,6.0,221.0,150.0,4.0,,"
                                    Tres Torres
                                "
245.0,169000.0,['Sin plaza parking'],Tecnocasa Estudi bona sort II S.L.,2.0,75.0,,169.0,1900.0,"
                                    Vila de Gràcia
                                "
105.0,199999.0,['Sin plaza parking'],Estudi Fort Pienc,3.0,63.0,,1.0,1907.0,"
                                    Fort Pienc
                                "
999.0,1100000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,7.0,173.0,,3.0,1910.0,"
                                    Dreta de l´Eixample
                                "
100.0,680000.0,[],Housalia,4.0,130.0,,2.0,,"
                                    Vila Olímpica
                                "
89.0,675000.0,[],AGUILAR IMMOBLES,4.0,120.0,,3.0,1969.0,"
                                    Sant Ramon - Maternitat
                                "
999.0,940000.0,['Plaza parking '],Vip Pisos,4.0,140.0,,2.0,,"
                                    Sarrià
                                "
,339000.0,[],Servihabitat Serveis Immobiliaris - 2 ª Mà,3.0,104.0,24.0,3.0,2004.0,"
                                    Font d´en Fargas
                                "
999.0,243000.0,[],Particular,3.0,70.0,,1.0,,"
                                    Can Baró
                                "
112.0,249000.0,['Sin plaza parking'],Particular,2.0,95.0,39.0,2.0,1850.0,"
                                    Raval
                                "
999.0,266000.0,['Plaza parking '],i-now,2.0,61.0,2.0,1.0,,"
                                    Camp de l´Arpa
                                "
999.0,218000.0,['Plaza parking '],i-now,1.0,45.0,2.0,1.0,,"
                                    Camp de l´Arpa
                                "
999.0,264000.0,['Plaza parking '],i-now,2.0,62.0,2.0,1.0,,"
                                    Camp de l´Arpa
                                "
999.0,268000.0,['Plaza parking '],i-now,2.0,55.0,2.0,1.0,,"
                                    Camp de l´Arpa
                                "
999.0,256000.0,['Plaza parking '],i-now,2.0,55.0,3.0,1.0,,"
                                    Camp de l´Arpa
                                "
999.0,590000.0,['Sin plaza parking'],080 Real Estate,2.0,91.0,,1.0,1963.0,"
                                    Esquerra Alta de l´Eixample
                                "
96.0,570000.0,['Plaza parking '],Engel & Völkers,2.0,109.0,,2.0,1980.0,"
                                    Esquerra Alta de l´Eixample
                                "
298.0,895000.0,[],Engel & Völkers,3.0,136.0,,2.0,1900.0,"
                                    Dreta de l´Eixample
                                "
999.0,250000.0,['Sin plaza parking'],Urbenia Barcelona,4.0,99.0,,1.0,1850.0,"
                                    Sant Antoni
                                "
195.0,2500000.0,[],aProperties,2.0,318.0,,2.0,1820.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
57.0,495000.0,[],MonikaRusch,3.0,117.0,,1.0,,"
                                    Sant Antoni
                                "
138.0,585000.0,[],"Finques Ollé, SL",5.0,150.0,30.0,2.0,,"
                                    Sarrià
                                "
999.0,379000.0,[],Particular,4.0,92.0,,2.0,1975.0,"
                                    Sant Antoni
                                "
999.0,515000.0,[],Nou Estil Espai,3.0,62.0,,1.0,1963.0,"
                                    Pedralbes
                                "
149.0,318500.0,[],Engel & Völkers,2.0,77.0,,1.0,1992.0,"
                                    Vall d´Hebron
                                "
255.0,280000.0,['Sin plaza parking'],Fincas Eva,4.0,80.0,,2.0,1975.0,"
                                    Porta
                                "
999.0,325000.0,['Sin plaza parking'],Tecnocasa Estudi Marina 311,3.0,85.0,,325.0,,"
                                    Camp de l´Arpa
                                "
999.0,269900.0,['Sin plaza parking'],Habitat Quality,3.0,50.0,,1.0,,"
                                    Glòries El Parc
                                "
51.0,230000.0,['Sin plaza parking'],comprarcasa Gand House,3.0,61.0,5.0,1.0,1900.0,"
                                    Poble Sec
                                "
221.0,340000.0,['Sin plaza parking'],Pan-Gestió Inmobiliaria,4.0,84.0,,1.0,1960.0,"
                                    Camp de l´Arpa
                                "
340.0,295000.0,['Sin plaza parking'],Home Group Gràcia,1.0,60.0,,1.0,1930.0,"
                                    Vila de Gràcia
                                "
124.0,370000.0,['Sin plaza parking'],BCN TRADIS,5.0,100.0,,1.0,1900.0,"
                                    Raval
                                "
999.0,469500.0,['Sin plaza parking'],Finques Bruc Esparraguera,4.0,1.0,,2.0,,"
                                    Poblenou
                                "
239.0,240000.0,['Sin plaza parking'],La Casa Agency,2.0,62.0,,1.0,1978.0,"
                                    Sant Antoni
                                "
999.0,207000.0,['Sin plaza parking'],Finques Riells,3.0,45.0,,1.0,,"
                                    Camp de l´Arpa
                                "
128.0,340000.0,['Sin plaza parking'],Proyecto Casa,4.0,92.0,,2.0,,"
                                    Camp de l´Arpa
                                "
999.0,1522500.0,['Sin plaza parking'],Finques City,2.0,95.0,,2.0,,"
                                    Dreta de l´Eixample
                                "
224.0,292000.0,['Sin plaza parking'],LA CASA AGENCY,2.0,62.0,,1.0,1900.0,"
                                    Glòries El Parc
                                "
224.0,260579.0,['Sin plaza parking'],LA CASA AGENCY,2.0,48.0,,1.0,1900.0,"
                                    Glòries El Parc
                                "
214.0,419000.0,['Sin plaza parking'],Your Suit Home - Immobles a mida,3.0,96.0,,2.0,1936.0,"
                                    Sagrada Família
                                "
132.0,350000.0,['Sin plaza parking'],Acbar Real Estate,3.0,70.0,,1.0,1980.0,"
                                    Camp d´en Grassot - Gràcia N.
                                "
999.0,400000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,1.0,66.0,12.0,1.0,,"
                                    Poblenou
                                "
,264900.0,[],iad España,2.0,56.0,,2.0,1842.0,"
                                    Raval
                                "
,360000.0,[],iad España,5.0,98.0,,1.0,1955.0,"
                                    Glòries El Parc
                                "
500.0,249000.0,['Sin plaza parking'],Cambra Propietat Urbana de Barcelona,2.0,81.0,,1.0,1920.0,"
                                    Les Corts
                                "
,100000.0,[],Fincas A.G. Núñez,1.0,27.0,,3.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,298000.0,['Sin plaza parking'],Principal Primera,2.0,75.0,,1.0,1980.0,"
                                    Tres Torres
                                "
,460000.0,['Sin plaza parking'],G.HABITAT MLS,2.0,90.0,33.0,1.0,1970.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,220000.0,['Sin plaza parking'],RS Group,2.0,67.0,,1.0,1820.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,165500.0,['Sin plaza parking'],Quality Houses,2.0,45.0,,1.0,1850.0,"
                                    Raval
                                "
999.0,330000.0,[],Engel & Völkers,2.0,56.0,,1.0,1936.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
,1225000.0,['Plaza parking '],Engel & Völkers,4.0,194.0,,4.0,2018.0,"
                                    Vila de Gràcia
                                "
999.0,580000.0,['Sin plaza parking'],BNP Paribas Real Estate,4.0,152.0,,2.0,1902.0,"
                                    Vallcarca - Penitents
                                "
999.0,708000.0,['Sin plaza parking'],BNP Paribas Real Estate,5.0,224.0,,2.0,1902.0,"
                                    Vallcarca - Penitents
                                "
193.0,320000.0,['Plaza parking '],Particular,3.0,78.0,11.0,2.0,1996.0,"
                                    La Marina-Montjuïc
                                "
999.0,349000.0,[],Engel & Völkers,3.0,108.0,,2.0,,"
                                    Raval
                                "
,2240000.0,[],Engel & Völkers,4.0,220.0,,4.0,1920.0,"
                                    Dreta de l´Eixample
                                "
999.0,252000.0,['Sin plaza parking'],ProntoPiso,3.0,85.0,,1.0,1800.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
122.0,190000.0,['Sin plaza parking'],ALL4FLAT,2.0,97.0,,2.0,1972.0,"
                                    Baix Guinardó
                                "
,495000.0,[],Berkashire Hathaway Home Services Larvia,4.0,200.0,,3.0,2020.0,"
                                    Sant Martí
                                "
30.0,820000.0,['Sin plaza parking'],MJT Home Advisors,2.0,100.0,,2.0,1999.0,"
                                    Dreta de l´Eixample
                                "
999.0,590000.0,['Sin plaza parking'],BNP Paribas Real Estate,2.0,77.0,,7.0,,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,290000.0,[],Arco Serveis Immobiliaris,4.0,84.0,,1.0,1945.0,"
                                    Fort Pienc
                                "
166.0,250000.0,['Sin plaza parking'],Comprarcasa Rcfinques,4.0,80.0,,1.0,1939.0,"
                                    Dreta de l´Eixample
                                "
,,,,,,,,,
143.0,1250000.0,[],aProperties,4.0,200.0,,3.0,1935.0,"
                                    Raval
                                "
100.0,385000.0,[],aProperties,4.0,120.0,,2.0,1999.0,"
                                    Badal
                                "
,240000.0,['Sin plaza parking'],Fincasyshoover,3.0,74.0,,1.0,,"
                                    El Coll
                                "
20.0,582000.0,['Plaza parking '],Seumon,3.0,110.0,18.0,2.0,,"
                                    Poblenou
                                "
20.0,585000.0,['Plaza parking '],Seumon,3.0,109.0,18.0,2.0,,"
                                    Poblenou
                                "
20.0,685000.0,['Plaza parking '],Seumon,3.0,107.0,18.0,2.0,,"
                                    Poblenou
                                "
219.0,134000.0,['Sin plaza parking'],Assessoria VIA JULIA des de 1963,3.0,64.0,,1.0,1971.0,"
                                    Verdun
                                "
182.0,110000.0,[],Tecnocasa,2.0,42.0,,1.0,1975.0,"
                                    Raval
                                "
13.0,895000.0,[],Particular,2.0,150.0,,2.0,2019.0,"
                                    Sant Gervasi - Galvany
                                "
147.0,270600.0,['Sin plaza parking'],Simurba,3.0,100.0,,2.0,2009.0,"
                                    Verdun
                                "
108.0,159000.0,['Sin plaza parking'],Gesnova Inmuebles,3.0,71.0,,1.0,1960.0,"
                                    Besòs - Maresme
                                "
130.0,625000.0,['Sin plaza parking'],Fincas Eva,3.0,175.0,,2.0,,"
                                    Les Corts
                                "
999.0,1420000.0,['Sin plaza parking'],Guimar Consulting,5.0,253.0,25.0,3.0,1975.0,"
                                    Sarrià
                                "
654.0,225000.0,['Sin plaza parking'],Busto Real Estate,1.0,35.0,,1.0,1900.0,"
                                    Barceloneta
                                "
14.0,175000.0,['Sin plaza parking'],Nuvec,2.0,50.0,,1.0,,"
                                    La Sagrera
                                "
999.0,1175000.0,[],Grup Immobiliari S.C.,3.0,160.0,,2.0,2012.0,"
                                    Gòtic
                                "
166.0,169000.0,['Sin plaza parking'],Nova Urbe Associats,3.0,66.0,,1.0,1965.0,"
                                    Prosperitat
                                "
230.0,390000.0,['Sin plaza parking'],Forcadell Les Corts,4.0,97.0,,2.0,1972.0,"
                                    Esquerra Baixa de l´Eixample
                                "
53.0,550000.0,[],MonikaRusch,2.0,86.0,,1.0,,"
                                    Tres Torres
                                "
177.0,750000.0,[],Engel & Völkers,3.0,165.0,,2.0,1910.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,239000.0,[],Gran Barcelona,1.0,61.0,14.0,1.0,1935.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,275000.0,[],Jara Home BCN,3.0,70.0,4.0,1.0,1928.0,"
                                    Camp de l´Arpa
                                "
101.0,995000.0,[],MonikaRusch,2.0,104.0,,2.0,,"
                                    Dreta de l´Eixample
                                "
154.0,760000.0,[],aProperties,2.0,110.0,,2.0,1980.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,268000.0,[],Maxim,3.0,68.0,,1.0,,"
                                    Vallcarca - Penitents
                                "
999.0,178000.0,[],Gran Barcelona,2.0,45.0,,1.0,1960.0,"
                                    Carmel
                                "
999.0,550000.0,['Sin plaza parking'],080 Real Estate,2.0,86.0,,1.0,1925.0,"
                                    Tres Torres
                                "
251.0,220000.0,['Sin plaza parking'],Finques Lemi,3.0,74.0,,1.0,1976.0,"
                                    Horta
                                "
38.0,260000.0,['Sin plaza parking'],Nova Urbe Associats,2.0,55.0,30.0,1.0,1900.0,"
                                    Raval
                                "
251.0,220000.0,['Sin plaza parking'],Marenmar,3.0,74.0,,1.0,1976.0,"
                                    Horta
                                "
,255000.0,[],Engel & Völkers,1.0,50.0,,1.0,1844.0,"
                                    Raval
                                "
999.0,230000.0,['Sin plaza parking'],González Martínez,2.0,105.0,200.0,2.0,1991.0,"
                                    Taxonera
                                "
251.0,220000.0,['Sin plaza parking'],Eurofincas,3.0,74.0,,1.0,1976.0,"
                                    Horta
                                "
999.0,222000.0,[],INMOMARTO,3.0,80.0,,1.0,1970.0,"
                                    La Marina-Montjuïc
                                "
999.0,340000.0,[],INMOMARTO,4.0,84.0,,1.0,1974.0,"
                                    Sagrada Família
                                "
221.0,340000.0,['Sin plaza parking'],Solopisos,4.0,85.0,,1.0,1960.0,"
                                    Camp de l´Arpa
                                "
999.0,1100000.0,['Sin plaza parking'],Addaya Serveis Immobiliaris,5.0,170.0,,4.0,,"
                                    Tres Torres
                                "
100.0,1750000.0,[],aProperties,4.0,232.0,,4.0,2014.0,"
                                    Sant Gervasi - Galvany
                                "
110.0,1890000.0,['Plaza parking '],aProperties,4.0,323.0,,4.0,2000.0,"
                                    Putget - Farró
                                "
33.0,1540000.0,[],Engel & Völkers,3.0,153.0,,3.0,,"
                                    Dreta de l´Eixample
                                "
999.0,1900000.0,['Plaza parking '],Engel & Völkers,5.0,277.0,,3.0,1939.0,"
                                    Sant Gervasi - Galvany
                                "
168.0,895000.0,[],aProperties,3.0,140.0,,2.0,1936.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,370000.0,['Plaza parking '],ProntoPiso,3.0,131.0,,2.0,2007.0,"
                                    La Sagrera
                                "
250.0,333370.0,['Sin plaza parking'],Garrell Real Estate,4.0,80.0,,2.0,1975.0,"
                                    Esquerra Baixa de l´Eixample
                                "
130.0,402100.0,['Sin plaza parking'],Ipa Inversions,2.0,68.0,,2.0,2009.0,"
                                    La Verneda - La Pau
                                "
48.0,1095000.0,['Plaza parking '],Engel & Völkers,3.0,135.0,,3.0,2019.0,"
                                    Esquerra Alta de l´Eixample
                                "
218.0,700000.0,['Plaza parking '],Estudi Fort Pienc,4.0,151.0,45.0,3.0,1970.0,"
                                    Guinardó
                                "
316.0,195000.0,['Sin plaza parking'],Ipa Inversions,1.0,41.0,,4.0,1965.0,"
                                    Sagrada Família
                                "
118.0,390000.0,[],Engel & Völkers,2.0,75.0,,1.0,1999.0,"
                                    Fort Pienc
                                "
122.0,495000.0,[],aProperties,4.0,121.0,,2.0,1969.0,"
                                    Sant Gervasi - Galvany
                                "
101.0,445000.0,[],MonikaRusch,2.0,75.0,,2.0,,"
                                    Poble Sec
                                "
147.0,230000.0,['Plaza parking '],donpiso Bcn Fabra i Puig,3.0,84.0,,1.0,1974.0,"
                                    Porta
                                "
999.0,225000.0,[],Particular,4.0,114.0,,2.0,,"
                                    La Marina-Montjuïc
                                "
277.0,280000.0,[],Particular,1.0,40.0,,2.0,,"
                                    Raval
                                "
999.0,400000.0,['Sin plaza parking'],MJT Home Advisors,3.0,75.0,6.0,2.0,1950.0,"
                                    Raval
                                "
241.0,180000.0,['Sin plaza parking'],Particular,3.0,62.0,,1.0,1970.0,"
                                    Prosperitat
                                "
65.0,265000.0,[],Estudi Fort Pienc,3.0,77.0,,1.0,1960.0,"
                                    Sagrada Família
                                "
999.0,1490000.0,['Sin plaza parking'],Servio Tulio,3.0,191.0,,3.0,1900.0,"
                                    Dreta de l´Eixample
                                "
185.0,225000.0,['Sin plaza parking'],comprarcasa Gand House,2.0,66.0,,1.0,1970.0,"
                                    La Verneda - La Pau
                                "
999.0,90000.0,[],Estudio Escocia,2.0,57.0,,1.0,1960.0,"
                                    Trinitat Vella
                                "
,1900000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,155.0,26.0,3.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
95.0,295000.0,['Plaza parking '],BCN TRADIS,2.0,94.0,,2.0,2005.0,"
                                    La Salut
                                "
188.0,449000.0,['Sin plaza parking'],Dama Inmobiliaria,4.0,122.0,2.0,2.0,1930.0,"
                                    Sant Gervasi - Galvany
                                "
999.0,574000.0,['Sin plaza parking'],BNP Paribas Real Estate,4.0,155.0,,2.0,,"
                                    Vallcarca - Penitents
                                "
999.0,598000.0,['Sin plaza parking'],BNP Paribas Real Estate,4.0,154.0,,2.0,1902.0,"
                                    Vallcarca - Penitents
                                "
108.0,485000.0,[],aProperties,3.0,112.0,,2.0,,"
                                    Sant Antoni
                                "
248.0,330000.0,['Sin plaza parking'],Forcadell Eixample,1.0,49.0,,1.0,1900.0,"
                                    Sarrià
                                "
149.0,445000.0,[],Engel & Völkers,2.0,90.0,,2.0,1900.0,"
                                    Gòtic
                                "
999.0,149900.0,['Sin plaza parking'],La casa Agency,2.0,54.0,,2.0,1959.0,"
                                    Porta
                                "
999.0,315000.0,['Sin plaza parking'],IMMOMAX,3.0,86.0,,2.0,1975.0,"
                                    La Marina-Montjuïc
                                "
203.0,820000.0,[],Engel & Völkers,4.0,128.0,,4.0,1900.0,"
                                    Dreta de l´Eixample
                                "
106.0,1895000.0,['Plaza parking '],Engel & Völkers,5.0,310.0,,5.0,1969.0,"
                                    Pedralbes
                                "
138.0,585000.0,['Plaza parking '],Finques Grau,5.0,150.0,,2.0,,"
                                    Sarrià
                                "
,590000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,3.0,90.0,,2.0,1936.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,855000.0,[],Particular,3.0,170.0,,3.0,,"
                                    Sant Gervasi - Galvany
                                "
999.0,197000.0,[],"Tecnocasa - Pisos Sant Antoni Mar, S.L.U.",2.0,57.0,,1.0,1971.0,"
                                    Sant Antoni
                                "
999.0,399000.0,[],Engel & Völkers,2.0,90.0,,1.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
999.0,365000.0,[],SuiteLife Barcelona,4.0,121.0,,3.0,,"
                                    Raval
                                "
,167000.0,[],iad España,1.0,34.0,,1.0,1900.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
79.0,167900.0,['Sin plaza parking'],Tu Solución Inmobiliaria,2.0,55.0,,2.0,1800.0,"
                                    Raval
                                "
120.0,450000.0,['Sin plaza parking'],comprarcasa Gand House,2.0,130.0,,1.0,1954.0,"
                                    Dreta de l´Eixample
                                "
98.0,420000.0,['Sin plaza parking'],ALBIUM - Properties in Barcelona,3.0,90.0,,1.0,,"
                                    Sant Antoni
                                "
999.0,197600.0,['Sin plaza parking'],Finques Bruc,3.0,76.0,,1.0,1968.0,"
                                    Sant Martí
                                "
51.0,1300000.0,['Plaza parking '],Engel & Völkers,3.0,234.0,,3.0,2007.0,"
                                    Sant Gervasi - Bonanova
                                "
48.0,1195000.0,['Plaza parking '],Engel & Völkers,3.0,129.0,,2.0,2019.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,740000.0,[],AXE INVERSORES,2.0,80.0,,1.0,1963.0,"
                                    Esquerra Alta de l´Eixample
                                "
283.0,390000.0,[],aProperties,3.0,72.0,,1.0,1926.0,"
                                    Esquerra Baixa de l´Eixample
                                "
206.0,365000.0,['Sin plaza parking'],BCN TRADIS,3.0,86.0,,1.0,1967.0,"
                                    Fort Pienc
                                "
999.0,185000.0,['Sin plaza parking'],Inver Serveis & Gestions,1.0,35.0,,1.0,1955.0,"
                                    Barceloneta
                                "
999.0,360000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,1.0,55.0,7.0,1.0,1830.0,"
                                    Gòtic
                                "
48.0,1325000.0,['Plaza parking '],Engel & Völkers,3.0,121.0,,2.0,2019.0,"
                                    Esquerra Alta de l´Eixample
                                "
251.0,315000.0,[],Tecnocasa Poble Sec,2.0,87.0,15.0,1.0,1969.0,"
                                    Poble Sec
                                "
999.0,215000.0,['Sin plaza parking'],Fincas Gámiz,4.0,75.0,,1.0,,"
                                    Sant Andreu
                                "
,415000.0,['Sin plaza parking'],080 Real Estate,3.0,63.0,,1.0,1963.0,"
                                    Pedralbes
                                "
174.0,215000.0,[],Particular,2.0,63.0,,2.0,,"
                                    La Bordeta
                                "
1.0,155000.0,[],Particular,2.0,55.0,,1.0,,"
                                    Roquetes
                                "
999.0,350000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,1.0,77.0,,1.0,,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,590000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,3.0,131.0,,2.0,,"
                                    Esquerra Alta de l´Eixample
                                "
84.0,485000.0,[],aProperties,3.0,94.0,,1.0,1900.0,"
                                    Raval
                                "
